Time,L_Reach,L_Grasp,L_Manipulation,L_Transport,L_Place,R_Reach,R_Grasp,R_Manipulation,R_Transport,R_Place
143.13 sec,1,0,0,0,0,0,0,0,0,0
143.15 sec,1,0,0,0,0,0,0,0,0,0
143.17 sec,1,0,0,0,0,0,0,0,0,0
143.18 sec,1,0,0,0,0,0,0,0,0,0
143.2 sec,1,0,0,0,0,0,0,0,0,0
143.22 sec,1,0,0,0,0,0,0,0,0,0
143.23 sec,1,0,0,0,0,0,0,0,0,0
143.25 sec,1,0,0,0,0,0,0,0,0,0
143.27 sec,1,0,0,0,0,0,0,0,0,0
143.28 sec,1,0,0,0,0,0,0,0,0,0
143.3 sec,1,0,0,0,0,0,0,0,0,0
143.32 sec,1,0,0,0,0,0,0,0,0,0
143.33 sec,1,0,0,0,0,0,0,0,0,0
143.35 sec,1,0,0,0,0,0,0,0,0,0
143.37 sec,1,0,0,0,0,0,0,0,0,0
143.38 sec,1,0,0,0,0,0,0,0,0,0
143.4 sec,1,0,0,0,0,0,0,0,0,0
143.42 sec,1,0,0,0,0,0,0,0,0,0
143.43 sec,1,0,0,0,0,0,0,0,0,0
143.45 sec,1,0,0,0,0,0,0,0,0,0
143.47 sec,0,0,0,0,0,0,0,0,0,0
143.48 sec,0,0,0,0,0,0,0,0,0,0
143.5 sec,0,0,0,0,0,0,0,0,0,0
143.52 sec,0,0,0,0,0,0,0,0,0,0
143.53 sec,0,0,0,0,0,0,0,0,0,0
143.55 sec,0,0,0,0,0,0,0,0,0,0
143.57 sec,0,0,0,0,0,0,0,0,0,0
143.58 sec,0,0,0,0,0,0,0,0,0,0
143.6 sec,0,0,0,0,0,0,0,0,0,0
143.62 sec,0,0,0,0,0,0,0,0,0,0
143.63 sec,0,0,0,0,0,0,0,0,0,0
143.65 sec,0,0,0,0,0,0,0,0,0,0
143.67 sec,0,0,0,0,0,0,0,0,0,0
143.68 sec,0,0,0,0,0,0,0,0,0,0
143.7 sec,0,0,0,0,0,0,0,0,0,0
143.72 sec,0,0,1,0,0,0,0,0,0,0
143.73 sec,0,0,1,0,0,0,0,0,0,0
143.75 sec,0,0,1,0,0,0,0,0,0,0
143.77 sec,0,0,1,0,0,0,0,0,0,0
143.78 sec,0,0,1,0,0,0,0,0,0,0
143.8 sec,0,0,1,0,0,0,0,0,0,0
143.82 sec,0,0,1,0,0,0,0,0,0,0
143.83 sec,0,0,1,0,0,0,0,0,0,0
143.85 sec,0,0,1,0,0,0,0,0,0,0
143.87 sec,0,0,1,0,0,0,0,0,0,0
143.88 sec,0,0,1,0,0,0,0,0,0,0
143.9 sec,0,0,1,0,0,0,0,0,0,0
143.92 sec,0,0,1,0,0,0,0,0,0,0
143.93 sec,0,0,1,0,0,0,0,0,0,0
143.95 sec,0,0,1,0,0,0,0,0,0,0
143.97 sec,0,0,1,0,0,0,0,0,0,0
143.98 sec,0,0,1,0,0,0,0,0,0,0
144 sec,0,0,1,0,0,0,0,0,0,0
144.02 sec,0,0,1,0,0,0,0,0,0,0
144.03 sec,0,0,1,0,0,0,0,0,0,0
144.05 sec,0,0,1,0,0,0,0,0,0,0
144.07 sec,0,0,1,0,0,0,0,0,0,0
144.08 sec,0,0,1,0,0,0,0,0,0,0
144.1 sec,0,0,1,0,0,0,0,0,0,0
144.12 sec,0,0,1,0,0,0,0,0,0,0
144.13 sec,0,0,1,0,0,0,0,0,0,0
144.15 sec,0,0,1,0,0,0,0,0,0,0
144.17 sec,0,0,1,0,0,0,0,0,0,0
144.18 sec,0,0,1,0,0,0,0,0,0,0
144.2 sec,0,0,1,0,0,0,0,0,0,0
144.22 sec,0,0,1,0,0,0,0,0,0,0
144.23 sec,0,0,1,0,0,0,0,0,0,0
144.25 sec,0,0,1,0,0,0,0,0,0,0
144.27 sec,0,0,1,0,0,0,0,0,0,0
144.28 sec,0,0,1,0,0,0,0,0,0,0
144.3 sec,0,0,1,0,0,0,0,0,0,0
144.32 sec,0,0,1,0,0,0,0,0,0,0
144.33 sec,0,0,1,0,0,0,0,0,0,0
144.35 sec,0,0,1,0,0,0,0,0,0,0
144.37 sec,0,0,1,0,0,0,0,0,0,0
144.38 sec,0,0,1,0,0,0,0,0,0,0
144.4 sec,0,0,1,0,0,0,0,0,0,0
144.42 sec,0,0,1,0,0,0,0,0,0,0
144.43 sec,0,0,1,0,0,0,0,0,0,0
144.45 sec,0,0,1,0,0,0,0,0,0,0
144.47 sec,0,0,1,0,0,0,0,0,0,0
144.48 sec,0,0,1,0,0,0,0,0,0,0
144.5 sec,0,0,1,0,0,0,0,0,0,0
144.52 sec,0,0,1,0,0,0,0,0,0,0
144.53 sec,0,0,1,0,0,0,0,0,0,0
144.55 sec,0,0,1,0,0,0,0,0,0,0
144.57 sec,0,0,1,0,0,0,0,0,0,0
144.58 sec,0,0,1,0,0,0,0,0,0,0
144.6 sec,0,0,1,0,0,0,0,0,0,0
144.62 sec,0,0,1,0,0,0,0,0,0,0
144.63 sec,0,0,1,0,0,0,0,0,0,0
144.65 sec,0,0,1,0,0,0,0,0,0,0
144.67 sec,0,0,1,0,0,0,0,0,0,0
144.69 sec,0,0,1,0,0,0,0,0,0,0
144.7 sec,0,0,1,0,0,0,0,0,0,0
144.72 sec,0,0,1,0,0,0,0,0,0,0
144.74 sec,0,0,1,0,0,0,0,0,0,0
144.75 sec,0,0,1,0,0,0,0,0,0,0
144.77 sec,0,0,1,0,0,0,0,0,0,0
144.79 sec,0,0,1,0,0,0,0,0,0,0
144.8 sec,0,0,1,0,0,0,0,0,0,0
144.82 sec,0,0,1,0,0,0,0,0,0,0
144.84 sec,0,0,1,0,0,0,0,0,0,0
144.85 sec,0,0,1,0,0,0,0,0,0,0
144.87 sec,0,0,1,0,0,0,0,0,0,0
144.89 sec,0,0,1,0,0,0,0,0,0,0
144.9 sec,0,0,1,0,0,0,0,0,0,0
144.92 sec,0,0,1,0,0,0,0,0,0,0
144.94 sec,0,0,1,0,0,0,0,0,0,0
144.95 sec,0,0,1,0,0,0,0,0,0,0
144.97 sec,0,0,1,0,0,0,0,0,0,0
144.99 sec,0,0,1,0,0,0,0,0,0,0
145 sec,0,0,1,0,0,0,0,0,0,0
145.02 sec,0,0,1,0,0,0,0,0,0,0
145.04 sec,0,0,1,0,0,0,0,0,0,0
145.05 sec,0,0,1,0,0,0,0,0,0,0
145.07 sec,0,0,1,0,0,0,0,0,0,0
145.09 sec,0,0,1,0,0,0,0,0,0,0
145.1 sec,0,0,1,0,0,0,0,0,0,0
145.12 sec,0,0,1,0,0,0,0,0,0,0
145.14 sec,0,0,1,0,0,0,0,0,0,0
145.15 sec,0,0,1,0,0,0,0,0,0,0
145.17 sec,0,0,1,0,0,0,0,0,0,0
145.19 sec,0,0,1,0,0,0,0,0,0,0
145.2 sec,0,0,1,0,0,0,0,0,0,0
145.22 sec,0,0,0,0,0,0,0,0,0,0
145.24 sec,0,0,0,0,0,0,0,0,0,0
145.25 sec,0,0,0,0,0,0,0,0,0,0
145.27 sec,0,0,0,0,0,0,0,0,0,0
145.29 sec,0,0,0,0,0,0,0,0,0,0
145.3 sec,0,0,0,0,0,0,0,0,0,0
145.32 sec,0,0,0,0,0,0,0,0,0,0
145.34 sec,0,0,0,0,0,0,0,0,0,0
145.35 sec,0,0,0,0,0,0,0,0,0,0
145.37 sec,0,0,0,0,0,0,0,0,0,0
145.39 sec,0,0,0,0,0,0,0,0,0,0
145.4 sec,0,0,0,0,0,0,0,0,0,0
145.42 sec,0,0,0,0,0,0,0,0,0,0
145.44 sec,0,0,0,0,0,0,0,0,0,0
145.45 sec,0,0,0,0,0,0,0,0,0,0
145.47 sec,0,0,0,0,0,0,0,0,0,0
145.49 sec,0,0,0,0,0,0,0,0,0,0
145.5 sec,0,0,0,0,0,0,0,0,0,0
145.52 sec,0,0,0,0,0,0,0,0,0,0
145.54 sec,0,0,0,0,0,0,0,0,0,0
145.55 sec,0,0,0,0,0,0,0,0,0,0
145.57 sec,0,0,0,0,0,0,0,0,0,0
145.59 sec,0,0,0,0,0,0,0,0,0,0
145.6 sec,0,0,0,0,0,0,0,0,0,0
145.62 sec,0,0,0,0,0,0,0,0,0,0
145.64 sec,0,0,0,0,0,0,0,0,0,0
145.65 sec,0,0,0,0,0,0,0,0,0,0
145.67 sec,0,0,0,0,0,0,0,0,0,0
145.69 sec,0,0,0,0,0,0,0,0,0,0
145.7 sec,0,0,0,0,0,0,0,0,0,0
145.72 sec,0,0,0,0,0,0,0,0,0,0
145.74 sec,0,0,0,0,0,0,0,0,0,0
145.75 sec,0,0,0,0,0,0,0,0,0,0
145.77 sec,0,0,0,0,0,0,0,0,0,0
145.79 sec,0,0,0,0,0,0,0,0,0,0
145.8 sec,0,0,0,0,0,0,0,0,0,0
145.82 sec,0,0,0,0,0,0,0,0,0,0
145.84 sec,0,0,0,0,0,0,1,0,0,0
145.85 sec,0,0,0,0,0,0,1,0,0,0
145.87 sec,0,0,0,0,0,0,1,0,0,0
145.89 sec,0,0,0,0,0,0,1,0,0,0
145.9 sec,0,0,0,0,0,0,1,0,0,0
145.92 sec,0,0,0,0,0,0,1,0,0,0
145.94 sec,0,0,0,0,0,0,1,0,0,0
145.95 sec,0,0,0,0,0,0,0,0,0,0
145.97 sec,0,0,0,0,0,0,1,0,0,0
145.99 sec,0,0,0,0,0,0,1,0,0,0
146 sec,0,0,0,0,0,0,1,0,0,0
146.02 sec,0,0,0,0,0,0,1,0,0,0
146.04 sec,0,0,0,0,0,0,1,0,0,0
146.05 sec,0,0,0,0,0,0,1,0,0,0
146.07 sec,0,0,0,0,0,0,1,0,0,0
146.09 sec,0,0,0,0,0,0,0,1,0,0
146.1 sec,0,0,0,0,0,0,0,1,0,0
146.12 sec,0,0,0,0,0,0,0,1,0,0
146.14 sec,0,0,0,0,0,0,0,1,0,0
146.15 sec,0,0,0,0,0,0,0,1,0,0
146.17 sec,1,0,0,0,0,0,0,1,0,0
146.19 sec,1,0,0,0,0,0,0,1,0,0
146.2 sec,1,0,0,0,0,0,0,1,0,0
146.22 sec,1,0,0,0,0,0,0,1,0,0
146.24 sec,1,0,0,0,0,0,0,1,0,0
146.25 sec,1,0,0,0,0,0,0,1,0,0
146.27 sec,1,0,0,0,0,0,0,1,0,0
146.29 sec,1,0,0,0,0,0,0,1,0,0
146.3 sec,1,0,0,0,0,0,0,1,0,0
146.32 sec,1,0,0,0,0,0,0,1,0,0
146.34 sec,1,0,0,0,0,0,0,1,0,0
146.35 sec,1,0,0,0,0,0,0,1,0,0
146.37 sec,1,0,0,0,0,0,0,1,0,0
146.39 sec,1,0,0,0,0,0,0,0,0,0
146.4 sec,1,0,0,0,0,0,0,0,0,0
146.42 sec,1,0,0,0,0,0,0,0,0,0
146.44 sec,1,0,0,0,0,0,0,0,0,0
146.45 sec,1,0,0,0,0,0,0,0,0,0
146.47 sec,1,0,0,0,0,0,0,0,0,0
146.49 sec,1,0,0,0,0,0,0,0,0,0
146.5 sec,1,0,0,0,0,0,0,0,0,0
146.52 sec,0,1,0,0,0,0,0,0,0,0
146.54 sec,0,1,0,0,0,0,0,0,0,0
146.55 sec,0,1,0,0,0,0,0,0,0,0
146.57 sec,0,1,0,0,0,0,0,0,0,0
146.59 sec,0,1,0,0,0,0,0,0,0,0
146.6 sec,0,1,0,0,0,0,0,0,0,0
146.62 sec,0,1,0,0,0,0,0,0,0,0
146.64 sec,0,1,0,0,0,0,0,0,0,0
146.65 sec,0,1,0,0,0,0,0,0,0,0
146.67 sec,0,1,0,0,0,0,0,0,0,0
146.69 sec,0,1,0,0,0,0,0,0,0,0
146.7 sec,0,1,0,0,0,0,0,0,0,0
146.72 sec,0,1,0,0,0,1,0,0,0,0
146.74 sec,0,1,0,0,0,1,0,0,0,0
146.75 sec,0,1,0,0,0,1,0,0,0,0
146.77 sec,0,1,0,0,0,1,0,0,0,0
146.79 sec,0,1,0,0,0,1,0,0,0,0
146.8 sec,0,1,0,0,0,1,0,0,0,0
146.82 sec,0,1,0,0,0,1,0,0,0,0
146.84 sec,0,1,0,0,0,1,0,0,0,0
146.85 sec,0,1,0,0,0,1,0,0,0,0
146.87 sec,0,1,0,0,0,1,0,0,0,0
146.89 sec,0,1,0,0,0,1,0,0,0,0
146.9 sec,0,1,0,0,0,1,0,0,0,0
146.92 sec,0,1,0,0,0,1,0,0,0,0
146.94 sec,0,1,0,0,0,1,0,0,0,0
146.95 sec,0,1,0,0,0,1,0,0,0,0
146.97 sec,0,1,0,0,0,1,0,0,0,0
146.99 sec,0,1,0,0,0,1,0,0,0,0
147 sec,0,1,0,0,0,1,0,0,0,0
147.02 sec,0,1,0,0,0,1,0,0,0,0
147.04 sec,0,1,0,0,0,1,0,0,0,0
147.05 sec,0,1,0,0,0,1,0,0,0,0
147.07 sec,0,1,0,0,0,1,0,0,0,0
147.09 sec,0,1,0,0,0,1,0,0,0,0
147.1 sec,0,1,0,0,0,1,0,0,0,0
147.12 sec,0,1,0,0,0,1,0,0,0,0
147.14 sec,0,1,0,0,0,1,0,0,0,0
147.15 sec,0,1,0,0,0,1,0,0,0,0
147.17 sec,0,1,0,0,0,1,0,0,0,0
147.19 sec,0,1,0,0,0,1,0,0,0,0
147.2 sec,0,1,0,0,0,1,0,0,0,0
147.22 sec,0,1,0,0,0,1,0,0,0,0
147.24 sec,0,1,0,0,0,1,0,0,0,0
147.25 sec,0,1,0,0,0,1,0,0,0,0
147.27 sec,0,1,0,0,0,1,0,0,0,0
147.29 sec,0,1,0,0,0,1,0,0,0,0
147.3 sec,0,1,0,0,0,1,0,0,0,0
147.32 sec,0,1,0,0,0,1,0,0,0,0
147.34 sec,0,1,0,0,0,1,0,0,0,0
147.35 sec,0,1,0,0,0,1,0,0,0,0
147.37 sec,0,1,0,0,0,1,0,0,0,0
147.39 sec,0,1,0,0,0,1,0,0,0,0
147.4 sec,0,1,0,0,0,1,0,0,0,0
147.42 sec,0,1,0,0,0,1,0,0,0,0
147.44 sec,0,1,0,0,0,1,0,0,0,0
147.45 sec,0,1,0,0,0,1,0,0,0,0
147.47 sec,0,1,0,0,0,0,1,0,0,0
147.49 sec,0,1,0,0,0,0,1,0,0,0
147.5 sec,0,1,0,0,0,0,1,0,0,0
147.52 sec,0,1,0,0,0,0,1,0,0,0
147.54 sec,0,1,0,0,0,0,1,0,0,0
147.55 sec,0,1,0,0,0,0,1,0,0,0
147.57 sec,0,1,0,0,0,0,1,0,0,0
147.59 sec,0,1,0,0,0,0,1,0,0,0
147.6 sec,0,1,0,0,0,0,1,0,0,0
147.62 sec,0,1,0,0,0,0,1,0,0,0
147.64 sec,0,1,0,0,0,0,1,0,0,0
147.65 sec,0,1,0,0,0,0,1,0,0,0
147.67 sec,0,1,0,0,0,0,1,0,0,0
147.69 sec,0,1,0,0,0,0,1,0,0,0
147.7 sec,0,1,0,0,0,0,1,0,0,0
147.72 sec,0,1,0,0,0,0,1,0,0,0
147.74 sec,0,1,0,0,0,0,1,0,0,0
147.75 sec,0,1,0,0,0,0,1,0,0,0
147.77 sec,0,1,0,0,0,0,1,0,0,0
147.79 sec,0,1,0,0,0,0,1,0,0,0
147.8 sec,0,1,0,0,0,0,0,0,1,0
147.82 sec,0,1,0,0,0,0,0,0,1,0
147.84 sec,0,1,0,0,0,0,0,0,1,0
147.85 sec,0,1,0,0,0,0,0,0,1,0
147.87 sec,0,1,0,0,0,0,0,0,1,0
147.89 sec,0,1,0,0,0,0,0,0,1,0
147.9 sec,0,1,0,0,0,0,0,0,1,0
147.92 sec,0,1,0,0,0,0,0,0,1,0
147.94 sec,0,1,0,0,0,0,0,0,1,0
147.95 sec,0,1,0,0,0,0,0,0,1,0
147.97 sec,0,1,0,0,0,0,0,0,1,0
147.99 sec,0,1,0,0,0,0,0,0,1,0
148.01 sec,0,1,0,0,0,0,0,0,1,0
148.02 sec,0,1,0,0,0,0,0,0,1,0
148.04 sec,0,1,0,0,0,0,0,0,1,0
148.06 sec,0,1,0,0,0,0,0,0,1,0
148.07 sec,0,1,0,0,0,0,0,0,1,0
148.09 sec,0,1,0,0,0,0,0,0,1,0
148.11 sec,0,1,0,0,0,0,0,0,1,0
148.12 sec,0,1,0,0,0,0,0,0,1,0
148.14 sec,0,1,0,0,0,0,0,0,1,0
148.16 sec,0,1,0,0,0,0,0,0,1,0
148.17 sec,0,1,0,0,0,0,0,0,1,0
148.19 sec,0,1,0,0,0,0,0,0,1,0
148.21 sec,0,1,0,0,0,0,0,0,1,0
148.22 sec,0,1,0,0,0,0,0,0,1,0
148.24 sec,0,1,0,0,0,0,0,0,1,0
148.26 sec,0,1,0,0,0,0,0,0,1,0
148.27 sec,0,1,0,0,0,0,0,0,1,0
148.29 sec,0,1,0,0,0,0,0,0,1,0
148.31 sec,0,1,0,0,0,0,0,0,1,0
148.32 sec,0,1,0,0,0,0,0,0,1,0
148.34 sec,0,1,0,0,0,0,0,0,1,0
148.36 sec,0,1,0,0,0,0,0,0,1,0
148.37 sec,0,1,0,0,0,0,0,0,1,0
148.39 sec,0,1,0,0,0,0,0,0,1,0
148.41 sec,0,1,0,0,0,0,0,0,1,0
148.42 sec,0,1,0,0,0,0,0,0,1,0
148.44 sec,0,1,0,0,0,0,0,0,1,0
148.46 sec,0,1,0,0,0,0,0,0,1,0
148.47 sec,0,1,0,0,0,0,0,0,1,0
148.49 sec,0,1,0,0,0,0,0,0,1,0
148.51 sec,0,1,0,0,0,0,0,0,1,0
148.52 sec,0,1,0,0,0,0,0,0,1,0
148.54 sec,0,1,0,0,0,0,0,0,1,0
148.56 sec,0,1,0,0,0,0,0,0,1,0
148.57 sec,0,1,0,0,0,0,0,0,1,0
148.59 sec,0,1,0,0,0,0,0,0,1,0
148.61 sec,0,1,0,0,0,0,0,0,1,0
148.62 sec,0,1,0,0,0,0,0,0,1,0
148.64 sec,0,1,0,0,0,0,0,0,1,0
148.66 sec,0,1,0,0,0,0,0,0,1,0
148.67 sec,0,0,1,0,0,0,0,0,1,0
148.69 sec,0,0,1,0,0,0,0,0,1,0
148.71 sec,0,0,1,0,0,0,0,0,1,0
148.72 sec,0,0,1,0,0,0,0,0,1,0
148.74 sec,0,0,1,0,0,0,0,0,1,0
148.76 sec,0,0,1,0,0,0,0,0,1,0
148.77 sec,0,0,1,0,0,0,0,0,1,0
148.79 sec,0,0,1,0,0,0,0,0,1,0
148.81 sec,0,0,1,0,0,0,0,0,1,0
148.82 sec,0,0,1,0,0,0,0,0,1,0
148.84 sec,0,0,1,0,0,0,0,0,1,0
148.86 sec,0,0,1,0,0,0,0,0,1,0
148.87 sec,0,0,1,0,0,0,0,0,1,0
148.89 sec,0,0,1,0,0,0,0,0,1,0
148.91 sec,0,0,1,0,0,0,0,0,1,0
148.92 sec,0,0,1,0,0,0,0,0,1,0
148.94 sec,0,0,1,0,0,0,0,0,1,0
148.96 sec,0,0,1,0,0,0,0,0,1,0
148.97 sec,0,0,1,0,0,0,0,0,1,0
148.99 sec,0,0,1,0,0,0,0,0,1,0
149.01 sec,0,0,1,0,0,0,0,0,1,0
149.02 sec,0,0,1,0,0,0,0,0,1,0
149.04 sec,0,0,1,0,0,0,0,0,1,0
149.06 sec,0,0,1,0,0,0,0,0,1,0
149.07 sec,0,0,1,0,0,0,0,0,1,0
149.09 sec,0,0,1,0,0,0,0,0,1,0
149.11 sec,0,0,1,0,0,0,0,0,1,0
149.12 sec,0,0,1,0,0,0,0,0,1,0
149.14 sec,0,0,1,0,0,0,0,0,1,0
149.16 sec,0,0,1,0,0,0,0,0,1,0
149.17 sec,0,0,1,0,0,0,0,0,1,0
149.19 sec,0,0,1,0,0,0,0,0,1,0
149.21 sec,0,0,1,0,0,0,0,0,1,0
149.22 sec,0,0,1,0,0,0,0,0,1,0
149.24 sec,0,0,1,0,0,0,0,0,1,0
149.26 sec,0,0,1,0,0,0,0,0,1,0
149.27 sec,0,0,1,0,0,0,0,0,1,0
149.29 sec,0,0,1,0,0,0,0,0,1,0
149.31 sec,0,0,1,0,0,0,0,0,1,0
149.32 sec,0,0,1,0,0,0,0,0,1,0
149.34 sec,0,0,1,0,0,0,0,0,1,0
149.36 sec,0,0,1,0,0,0,0,0,1,0
149.37 sec,0,0,1,0,0,0,0,0,1,0
149.39 sec,0,0,1,0,0,0,0,0,1,0
149.41 sec,0,0,1,0,0,0,0,0,1,0
149.42 sec,0,0,1,0,0,0,0,0,1,0
149.44 sec,0,0,1,0,0,0,0,0,1,0
149.46 sec,0,0,1,0,0,0,0,0,1,0
149.47 sec,0,0,1,0,0,0,0,0,1,0
149.49 sec,0,0,1,0,0,0,0,0,1,0
149.51 sec,0,0,1,0,0,0,0,0,1,0
149.52 sec,0,0,1,0,0,0,0,0,1,0
149.54 sec,0,0,1,0,0,0,0,0,1,0
149.56 sec,0,0,1,0,0,0,0,0,1,0
149.57 sec,0,0,1,0,0,0,0,0,1,0
149.59 sec,0,0,1,0,0,0,0,0,1,0
149.61 sec,0,0,1,0,0,0,0,0,1,0
149.62 sec,0,0,1,0,0,0,0,0,1,0
149.64 sec,0,0,1,0,0,0,0,0,1,0
149.66 sec,0,0,1,0,0,0,0,0,1,0
149.67 sec,0,0,1,0,0,0,0,0,1,0
149.69 sec,0,0,1,0,0,0,0,0,1,0
149.71 sec,0,0,1,0,0,0,0,0,1,0
149.72 sec,0,0,1,0,0,0,0,0,1,0
149.74 sec,0,0,1,0,0,0,0,0,1,0
149.76 sec,0,0,1,0,0,0,0,0,1,0
149.77 sec,0,0,1,0,0,0,0,0,1,0
149.79 sec,0,0,1,0,0,0,0,0,1,0
149.81 sec,0,0,1,0,0,0,0,0,1,0
149.82 sec,0,0,1,0,0,0,0,0,1,0
149.84 sec,0,0,1,0,0,0,0,0,1,0
149.86 sec,0,0,1,0,0,0,0,0,1,0
149.87 sec,0,0,1,0,0,0,0,0,1,0
149.89 sec,0,0,1,0,0,0,0,0,1,0
149.91 sec,0,0,1,0,0,0,0,0,1,0
149.92 sec,0,0,1,0,0,0,0,0,1,0
149.94 sec,0,0,1,0,0,0,0,0,1,0
149.96 sec,0,0,1,0,0,0,0,0,1,0
149.97 sec,0,0,1,0,0,0,0,0,1,0
149.99 sec,0,0,1,0,0,0,0,0,1,0
150.01 sec,0,0,1,0,0,0,0,0,1,0
150.02 sec,0,0,1,0,0,0,0,0,1,0
150.04 sec,0,0,1,0,0,0,0,0,1,0
150.06 sec,0,0,1,0,0,0,0,0,1,0
150.07 sec,0,0,1,0,0,0,0,0,1,0
150.09 sec,0,0,1,0,0,0,0,0,1,0
150.11 sec,0,0,1,0,0,0,0,0,1,0
150.12 sec,0,0,0,0,0,0,0,0,1,0
150.14 sec,0,0,0,0,0,0,0,0,1,0
150.16 sec,0,0,0,0,0,0,0,0,1,0
150.17 sec,0,0,0,0,0,0,0,0,1,0
150.19 sec,0,0,0,0,0,0,0,0,1,0
150.21 sec,0,0,0,0,0,0,0,0,1,0
150.22 sec,0,0,0,0,0,0,0,0,1,0
150.24 sec,0,0,0,0,0,0,0,0,1,0
150.26 sec,0,0,0,0,0,0,0,0,1,0
150.27 sec,0,0,0,0,0,0,0,0,1,0
150.29 sec,0,0,0,0,0,0,0,0,1,0
150.31 sec,0,0,0,0,0,0,0,0,1,0
150.32 sec,0,0,0,0,0,0,0,0,1,0
150.34 sec,1,0,0,0,0,0,0,0,1,0
150.36 sec,1,0,0,0,0,0,0,0,1,0
150.37 sec,1,0,0,0,0,0,0,0,1,0
150.39 sec,1,0,0,0,0,0,0,0,1,0
150.41 sec,1,0,0,0,0,0,0,0,1,0
150.42 sec,1,0,0,0,0,0,0,0,1,0
150.44 sec,1,0,0,0,0,0,0,0,1,0
150.46 sec,1,0,0,0,0,0,0,0,1,0
150.47 sec,1,0,0,0,0,0,0,0,1,0
150.49 sec,1,0,0,0,0,0,0,0,1,0
150.51 sec,1,0,0,0,0,0,0,0,1,0
150.52 sec,1,0,0,0,0,0,0,0,1,0
150.54 sec,1,0,0,0,0,0,0,0,1,0
150.56 sec,1,0,0,0,0,0,0,0,1,0
150.57 sec,1,0,0,0,0,0,0,0,1,0
150.59 sec,1,0,0,0,0,0,0,0,1,0
150.61 sec,1,0,0,0,0,0,0,0,1,0
150.62 sec,1,0,0,0,0,0,0,0,1,0
150.64 sec,1,0,0,0,0,0,0,0,1,0
150.66 sec,1,0,0,0,0,0,0,0,1,0
150.67 sec,1,0,0,0,0,0,0,0,1,0
150.69 sec,1,0,0,0,0,0,0,0,1,0
150.71 sec,1,0,0,0,0,0,0,0,1,0
150.72 sec,1,0,0,0,0,0,0,0,1,0
150.74 sec,1,0,0,0,0,0,0,0,1,0
150.76 sec,1,0,0,0,0,0,0,0,1,0
150.77 sec,1,0,0,0,0,0,0,0,1,0
150.79 sec,1,0,0,0,0,0,0,0,1,0
150.81 sec,1,0,0,0,0,0,0,0,1,0
150.82 sec,1,0,0,0,0,0,0,0,1,0
150.84 sec,1,0,0,0,0,0,0,0,1,0
150.86 sec,1,0,0,0,0,0,0,0,1,0
150.87 sec,1,0,0,0,0,0,0,0,1,0
150.89 sec,1,0,0,0,0,0,0,0,1,0
150.91 sec,1,0,0,0,0,0,0,0,1,0
150.92 sec,1,0,0,0,0,0,0,0,1,0
150.94 sec,1,1,0,0,0,0,0,0,1,0
150.96 sec,0,1,0,0,0,0,0,0,1,0
150.97 sec,0,1,0,0,0,0,0,0,1,0
150.99 sec,0,1,0,0,0,0,0,0,1,0
151.01 sec,0,1,0,0,0,0,0,0,1,0
151.02 sec,0,1,0,0,0,0,0,0,1,0
151.04 sec,0,1,0,0,0,0,0,0,1,0
151.06 sec,0,1,0,0,0,0,0,0,1,0
151.07 sec,0,1,0,0,0,0,0,0,1,0
151.09 sec,0,1,0,0,0,0,0,0,1,0
151.11 sec,0,1,0,0,0,0,0,0,1,0
151.12 sec,0,1,0,0,0,0,0,0,1,0
151.14 sec,0,1,0,0,0,0,0,0,1,0
151.16 sec,0,1,0,0,0,0,0,0,1,0
151.17 sec,0,1,0,0,0,0,0,0,1,0
151.19 sec,0,1,0,0,0,0,0,0,1,0
151.21 sec,0,1,0,0,0,0,0,0,1,0
151.22 sec,0,1,0,0,0,0,0,0,1,0
151.24 sec,0,1,0,0,0,0,0,0,1,0
151.26 sec,0,1,0,0,0,0,0,0,1,0
151.27 sec,0,1,0,0,0,0,0,0,1,0
151.29 sec,0,1,0,0,0,0,0,0,1,0
151.31 sec,0,1,0,0,0,0,0,0,1,0
151.32 sec,0,0,0,1,0,0,0,0,1,0
151.34 sec,0,0,0,1,0,0,0,0,1,0
151.36 sec,0,0,0,1,0,0,0,0,1,0
151.38 sec,0,0,0,1,0,0,0,0,1,0
151.39 sec,0,0,0,1,0,0,0,0,1,0
151.41 sec,0,0,0,1,0,0,0,0,1,0
151.43 sec,0,0,0,1,0,0,0,0,0,0
151.44 sec,0,0,0,1,0,0,0,0,0,0
151.46 sec,0,0,0,1,0,0,0,0,0,0
151.48 sec,0,0,0,1,0,0,0,0,0,0
151.49 sec,0,0,0,1,0,0,0,0,0,0
151.51 sec,0,0,0,1,0,0,0,0,0,0
151.53 sec,0,0,0,1,0,0,0,0,0,0
151.54 sec,0,0,0,1,0,0,0,0,0,0
151.56 sec,0,0,0,1,0,0,0,0,0,0
151.58 sec,0,0,0,1,0,0,0,0,0,0
151.59 sec,0,0,0,1,0,0,0,0,0,0
151.61 sec,0,0,0,1,0,0,0,0,0,0
151.63 sec,0,0,0,1,0,0,0,0,0,0
151.64 sec,0,0,0,1,0,0,0,0,0,0
151.66 sec,0,0,0,1,0,0,0,0,0,0
151.68 sec,0,0,0,1,0,0,0,0,0,0
151.69 sec,0,0,0,1,0,0,0,0,0,0
151.71 sec,0,0,0,1,0,0,0,0,0,0
151.73 sec,0,0,0,1,0,0,0,0,0,0
